pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y
NaN,NaN,NaN,NaN,1020.333038,489.122229
NaN,NaN,NaN,NaN,1020.010000,488.980000
NaN,NaN,NaN,NaN,1020.010000,488.960000
NaN,NaN,NaN,NaN,1020.010000,488.960000
NaN,NaN,NaN,NaN,1020.010000,488.950000
NaN,NaN,NaN,NaN,1020.000000,488.960000
NaN,NaN,NaN,NaN,1020.020000,488.930000
NaN,NaN,NaN,NaN,1020.020000,488.920000
NaN,NaN,NaN,NaN,1020.020000,488.900000
NaN,NaN,NaN,NaN,1020.030000,488.880000
NaN,NaN,NaN,NaN,1020.030000,488.880000
NaN,NaN,NaN,NaN,1020.040000,488.860000
NaN,NaN,NaN,NaN,1020.050000,488.800000
NaN,NaN,NaN,NaN,1020.050000,488.810000
NaN,NaN,NaN,NaN,1020.040000,488.800000
NaN,NaN,NaN,NaN,1020.040000,488.740000
NaN,NaN,NaN,NaN,1020.040000,488.720000
NaN,NaN,NaN,NaN,1020.050000,488.710000
NaN,NaN,NaN,NaN,1020.060000,488.690000
NaN,NaN,NaN,NaN,1020.060000,488.670000
NaN,NaN,NaN,NaN,1020.060000,488.650000
NaN,NaN,NaN,NaN,1020.050000,488.650000
NaN,NaN,NaN,NaN,1020.050000,488.620000
NaN,NaN,NaN,NaN,1020.333038,487.636017
NaN,NaN,NaN,NaN,1020.420000,487.810000
NaN,NaN,NaN,NaN,1020.460000,487.870000
NaN,NaN,NaN,NaN,1020.807112,488.131421
NaN,NaN,NaN,NaN,1021.000000,487.990000
NaN,NaN,NaN,NaN,1021.000000,487.980000
NaN,NaN,NaN,NaN,1021.000000,487.960000
NaN,NaN,NaN,NaN,1021.010000,487.950000
NaN,NaN,NaN,NaN,1021.020000,487.930000
NaN,NaN,NaN,NaN,1021.030000,487.920000
NaN,NaN,NaN,NaN,1021.020000,487.910000
NaN,NaN,NaN,NaN,1021.030000,487.910000
NaN,NaN,NaN,NaN,1021.020000,487.890000
NaN,NaN,NaN,NaN,1021.030000,487.880000
NaN,NaN,NaN,NaN,1021.020000,487.880000
NaN,NaN,NaN,NaN,1021.030000,487.850000
NaN,NaN,NaN,NaN,1021.030000,487.830000
NaN,NaN,NaN,NaN,1021.050000,487.810000
NaN,NaN,NaN,NaN,1021.050000,487.810000
NaN,NaN,NaN,NaN,1021.060000,487.780000
NaN,NaN,NaN,NaN,1021.050000,487.790000
NaN,NaN,NaN,NaN,1021.060000,487.780000
NaN,NaN,NaN,NaN,1021.080000,487.740000
NaN,NaN,NaN,NaN,1021.080000,487.720000
NaN,NaN,NaN,NaN,1021.080000,487.710000
NaN,NaN,NaN,NaN,1021.080000,487.680000
NaN,NaN,NaN,NaN,1021.120000,487.680000
NaN,NaN,NaN,NaN,1022.229334,485.158998
NaN,NaN,NaN,NaN,1022.630000,484.560000
NaN,NaN,NaN,NaN,1022.660000,484.540000
NaN,NaN,NaN,NaN,1022.670000,484.540000
NaN,NaN,NaN,NaN,1022.570000,484.910000
NaN,NaN,NaN,NaN,1022.000000,484.980000
NaN,NaN,NaN,NaN,1022.010000,484.970000
NaN,NaN,NaN,NaN,1022.010000,484.960000
NaN,NaN,NaN,NaN,1022.010000,484.950000
NaN,NaN,NaN,NaN,1022.020000,484.930000
NaN,NaN,NaN,NaN,1022.030000,484.930000
NaN,NaN,NaN,NaN,1022.040000,484.930000
NaN,NaN,NaN,NaN,1022.050000,484.910000
NaN,NaN,NaN,NaN,1022.050000,484.910000
NaN,NaN,NaN,NaN,1022.050000,484.910000
NaN,NaN,NaN,NaN,1022.050000,484.920000
NaN,NaN,NaN,NaN,1022.050000,484.910000
NaN,NaN,NaN,NaN,1022.050000,484.900000
NaN,NaN,NaN,NaN,1022.050000,484.900000
NaN,NaN,NaN,NaN,1022.060000,484.900000
NaN,NaN,NaN,NaN,1022.070000,484.890000
NaN,NaN,NaN,NaN,1022.090000,484.870000
NaN,NaN,NaN,NaN,1022.100000,484.880000
NaN,NaN,NaN,NaN,1022.090000,484.880000
NaN,NaN,NaN,NaN,1022.090000,484.880000
NaN,NaN,NaN,NaN,1022.120000,484.870000
NaN,NaN,NaN,NaN,1022.110000,484.860000
NaN,NaN,NaN,NaN,1022.110000,484.850000
NaN,NaN,NaN,NaN,1022.120000,484.870000
NaN,NaN,NaN,NaN,1022.130000,484.880000
NaN,NaN,NaN,NaN,1022.120000,484.880000
NaN,NaN,NaN,NaN,1022.150000,484.870000
NaN,NaN,NaN,NaN,1022.150000,484.850000
NaN,NaN,NaN,NaN,1022.130000,484.840000
NaN,NaN,NaN,NaN,1022.140000,484.840000
NaN,NaN,NaN,NaN,1022.140000,484.840000
NaN,NaN,NaN,NaN,1022.150000,484.840000
NaN,NaN,NaN,NaN,1022.150000,484.830000
NaN,NaN,NaN,NaN,1022.150000,484.810000
NaN,NaN,NaN,NaN,1022.160000,484.830000
NaN,NaN,NaN,NaN,1022.190000,484.860000
NaN,NaN,NaN,NaN,1022.200000,484.840000
NaN,NaN,NaN,NaN,1022.190000,484.840000
NaN,NaN,NaN,NaN,1022.190000,484.840000
NaN,NaN,NaN,NaN,1022.180000,484.850000
NaN,NaN,NaN,NaN,1022.200000,484.850000
NaN,NaN,NaN,NaN,1022.200000,484.850000
NaN,NaN,NaN,NaN,1022.210000,484.850000
NaN,NaN,NaN,NaN,1022.220000,484.850000
NaN,NaN,NaN,NaN,1022.220000,484.860000
NaN,NaN,897.547853,332.079172,1022.220000,484.850000
NaN,NaN,898.000000,332.000000,1022.230000,484.860000
NaN,NaN,898.000000,332.000000,1022.240000,484.870000
NaN,NaN,898.010000,332.000000,1022.230000,484.880000
NaN,NaN,898.010000,331.990000,1022.250000,484.880000
NaN,NaN,898.020000,332.010000,1022.270000,484.900000
NaN,NaN,898.020000,332.000000,1022.260000,484.900000
NaN,NaN,898.020000,332.000000,1022.250000,484.900000
NaN,NaN,898.020000,332.000000,1022.229334,485.158998
NaN,NaN,898.030000,332.000000,1022.229334,485.158998
NaN,NaN,898.030000,332.000000,1022.229334,485.158998
NaN,NaN,898.030000,332.000000,1022.229334,485.158998
NaN,NaN,898.030000,332.000000,1022.229334,485.158998
NaN,NaN,898.030000,332.000000,1022.229334,485.158998
NaN,NaN,898.040000,332.000000,1022.229334,485.158998
NaN,NaN,898.040000,332.010000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,485.158998
NaN,NaN,898.060000,332.010000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,485.158998
NaN,NaN,898.060000,332.000000,1022.229334,485.158998
NaN,NaN,898.050000,332.000000,1022.229334,484.168190
NaN,NaN,898.050000,332.000000,1022.229334,484.168190
NaN,NaN,898.060000,332.000000,1022.229334,484.168190
NaN,NaN,898.060000,332.000000,1022.229334,484.168190
NaN,NaN,898.060000,332.000000,1022.229334,484.168190
NaN,NaN,898.060000,332.000000,1022.229334,484.168190
NaN,NaN,898.070000,331.990000,1022.229334,484.168190
NaN,NaN,898.070000,331.990000,1022.229334,484.168190
NaN,NaN,898.070000,332.000000,1022.229334,484.168190
NaN,NaN,898.070000,332.000000,1022.229334,484.168190
NaN,NaN,898.070000,332.000000,1022.229334,484.168190
NaN,NaN,898.070000,332.000000,1022.703408,484.168190
NaN,NaN,898.090000,332.010000,1022.703408,484.168190
