pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
NaN,NaN,323.150000,518.080000,433.010000,580.010000,NaN,NaN
NaN,NaN,323.150000,518.070000,432.990000,579.990000,NaN,NaN
NaN,NaN,323.140000,518.070000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.150000,518.080000,432.980000,580.000000,NaN,NaN
NaN,NaN,323.150000,518.070000,432.980000,580.020000,NaN,NaN
NaN,NaN,323.160000,518.080000,432.980000,580.000000,NaN,NaN
NaN,NaN,323.150000,518.080000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.130000,518.090000,432.990000,580.000000,NaN,NaN
NaN,NaN,323.150000,518.090000,433.000000,580.000000,NaN,NaN
NaN,NaN,323.160000,518.090000,433.010000,580.000000,NaN,NaN
NaN,NaN,323.160000,518.100000,433.010000,579.980000,NaN,NaN
NaN,NaN,323.170000,518.090000,433.010000,580.020000,NaN,NaN
NaN,NaN,323.210000,518.090000,433.010000,580.010000,NaN,NaN
NaN,NaN,323.210000,518.090000,433.000000,580.000000,NaN,NaN
NaN,NaN,323.180000,518.100000,433.010000,580.010000,NaN,NaN
NaN,NaN,323.180000,518.070000,433.000000,580.010000,NaN,NaN
NaN,NaN,323.190000,518.080000,432.990000,580.030000,NaN,NaN
NaN,NaN,323.200000,518.090000,433.000000,580.020000,NaN,NaN
NaN,NaN,323.180000,518.090000,432.980000,580.030000,NaN,NaN
NaN,NaN,323.190000,518.090000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.190000,518.100000,433.000000,580.020000,NaN,NaN
NaN,NaN,323.210000,518.090000,432.990000,580.020000,NaN,NaN
NaN,NaN,323.200000,518.100000,432.970000,580.060000,NaN,NaN
NaN,NaN,323.200000,518.110000,433.020000,580.030000,NaN,NaN
NaN,NaN,323.220000,518.120000,433.010000,580.030000,NaN,NaN
NaN,NaN,323.220000,518.120000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.230000,518.120000,432.980000,580.010000,NaN,NaN
NaN,NaN,323.230000,518.120000,432.980000,580.010000,NaN,NaN
NaN,NaN,323.240000,518.120000,433.000000,580.020000,NaN,NaN
NaN,NaN,323.250000,518.120000,432.980000,580.010000,NaN,NaN
NaN,NaN,323.270000,518.110000,432.990000,580.030000,NaN,NaN
NaN,NaN,323.260000,518.130000,433.000000,580.000000,NaN,NaN
NaN,NaN,323.250000,518.130000,433.000000,580.040000,NaN,NaN
NaN,NaN,323.260000,518.130000,433.000000,580.030000,NaN,NaN
NaN,NaN,323.270000,518.130000,433.000000,580.010000,NaN,NaN
NaN,NaN,323.280000,518.130000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.320000,518.140000,433.000000,580.030000,NaN,NaN
NaN,NaN,323.350000,518.140000,433.010000,580.020000,NaN,NaN
NaN,NaN,323.330000,518.140000,432.990000,580.030000,NaN,NaN
NaN,NaN,323.330000,518.150000,433.010000,580.010000,NaN,NaN
NaN,NaN,323.330000,518.140000,433.000000,579.990000,NaN,NaN
NaN,NaN,323.330000,518.150000,432.990000,580.010000,NaN,NaN
NaN,NaN,323.350000,518.150000,433.020000,580.000000,NaN,NaN
NaN,NaN,323.360000,518.150000,433.020000,580.000000,NaN,NaN
NaN,NaN,323.390000,518.150000,433.000000,580.000000,NaN,NaN
NaN,NaN,323.380000,518.170000,433.010000,579.990000,NaN,NaN
NaN,NaN,323.400000,518.180000,433.000000,579.990000,NaN,NaN
NaN,NaN,323.400000,518.180000,433.010000,580.010000,NaN,NaN
NaN,NaN,323.410000,518.170000,433.000000,580.010000,NaN,NaN
NaN,NaN,323.400000,518.170000,433.010000,580.020000,NaN,NaN
NaN,NaN,323.450000,518.190000,433.040000,580.020000,NaN,NaN
NaN,NaN,323.470000,518.180000,433.020000,580.020000,NaN,NaN
NaN,NaN,323.470000,518.190000,432.990000,580.030000,NaN,NaN
NaN,NaN,323.470000,518.200000,432.950000,580.000000,NaN,NaN
NaN,NaN,323.520000,518.200000,432.950000,580.030000,NaN,NaN
NaN,NaN,323.860000,518.170000,432.970000,580.030000,NaN,NaN
NaN,NaN,323.860000,518.180000,432.970000,580.020000,NaN,NaN
NaN,NaN,323.870000,518.190000,432.960000,580.030000,NaN,NaN
NaN,NaN,323.870000,518.200000,432.960000,580.040000,NaN,NaN
NaN,NaN,323.890000,518.190000,432.950000,580.020000,NaN,NaN
NaN,NaN,323.880000,518.200000,432.940000,580.020000,NaN,NaN
NaN,NaN,323.890000,518.210000,432.950000,580.020000,NaN,NaN
NaN,NaN,323.920000,518.200000,432.940000,580.050000,NaN,NaN
NaN,NaN,323.970000,518.230000,432.950000,580.010000,NaN,NaN
NaN,NaN,323.990000,518.220000,432.970000,580.040000,NaN,NaN
NaN,NaN,323.990000,518.210000,432.980000,580.060000,NaN,NaN
NaN,NaN,323.980000,518.220000,432.980000,580.050000,NaN,NaN
NaN,NaN,324.010000,518.260000,432.990000,580.040000,NaN,NaN
NaN,NaN,324.010000,518.230000,433.010000,580.050000,NaN,NaN
NaN,NaN,324.030000,518.220000,432.990000,580.020000,NaN,NaN
NaN,NaN,324.040000,518.230000,432.990000,580.040000,NaN,NaN
NaN,NaN,324.080000,518.240000,432.980000,580.040000,NaN,NaN
NaN,NaN,324.080000,518.240000,432.990000,580.050000,NaN,NaN
NaN,NaN,324.100000,518.240000,432.980000,580.050000,NaN,NaN
NaN,NaN,324.110000,518.250000,433.010000,580.050000,NaN,NaN
NaN,NaN,324.130000,518.270000,433.030000,580.060000,NaN,NaN
NaN,NaN,324.110000,518.270000,433.020000,580.060000,NaN,NaN
NaN,NaN,324.110000,518.270000,433.010000,580.030000,NaN,NaN
NaN,NaN,324.140000,518.260000,433.020000,580.050000,NaN,NaN
NaN,NaN,324.170000,518.260000,433.000000,580.050000,NaN,NaN
NaN,NaN,324.200000,518.300000,432.990000,580.030000,NaN,NaN
NaN,NaN,324.230000,518.300000,432.990000,580.050000,NaN,NaN
NaN,NaN,324.230000,518.330000,432.960000,580.030000,NaN,NaN
NaN,NaN,324.250000,518.320000,432.980000,580.010000,NaN,NaN
NaN,NaN,324.240000,518.310000,432.980000,580.030000,NaN,NaN
NaN,NaN,324.270000,518.300000,432.980000,580.030000,NaN,NaN
NaN,NaN,324.320000,518.330000,433.010000,580.020000,NaN,NaN
NaN,NaN,324.350000,518.340000,433.000000,580.020000,NaN,NaN
NaN,NaN,324.320000,518.360000,432.980000,580.030000,NaN,NaN
NaN,NaN,324.340000,518.360000,432.950000,580.040000,NaN,NaN
NaN,NaN,324.340000,518.370000,432.970000,580.030000,NaN,NaN
NaN,NaN,324.360000,518.360000,432.970000,580.010000,NaN,NaN
NaN,NaN,324.390000,518.360000,432.970000,580.050000,NaN,NaN
NaN,NaN,324.400000,518.380000,432.990000,580.030000,NaN,NaN
NaN,NaN,324.450000,518.390000,432.970000,580.020000,NaN,NaN
NaN,NaN,324.450000,518.390000,432.970000,580.020000,NaN,NaN
NaN,NaN,324.490000,518.420000,432.980000,580.040000,NaN,NaN
NaN,NaN,324.980000,518.350000,432.960000,580.050000,NaN,NaN
NaN,NaN,324.960000,518.360000,432.950000,580.010000,NaN,NaN
NaN,NaN,324.960000,518.360000,432.980000,580.010000,NaN,NaN
NaN,NaN,324.980000,518.370000,432.980000,580.020000,NaN,NaN
NaN,NaN,324.990000,518.380000,432.960000,580.020000,NaN,NaN
NaN,NaN,325.020000,518.400000,432.990000,579.980000,NaN,NaN
NaN,NaN,325.010000,518.380000,432.960000,579.990000,NaN,NaN
NaN,NaN,325.040000,518.370000,432.960000,580.010000,NaN,NaN
NaN,NaN,325.060000,518.400000,432.980000,580.020000,NaN,NaN
NaN,NaN,325.060000,518.420000,432.980000,580.010000,NaN,NaN
NaN,NaN,325.070000,518.420000,432.940000,580.060000,NaN,NaN
NaN,NaN,325.080000,518.450000,432.950000,580.020000,NaN,NaN
NaN,NaN,325.110000,518.450000,432.950000,580.020000,NaN,NaN
NaN,NaN,325.130000,518.490000,432.950000,580.030000,NaN,NaN
NaN,NaN,325.000000,518.950000,432.960000,580.030000,NaN,NaN
NaN,NaN,325.020000,518.970000,432.990000,579.980000,NaN,NaN
NaN,NaN,325.010000,518.980000,432.990000,580.010000,NaN,NaN
NaN,NaN,325.010000,518.980000,432.980000,580.000000,NaN,NaN
NaN,NaN,325.030000,518.960000,432.950000,580.000000,NaN,NaN
NaN,NaN,325.020000,518.980000,432.950000,580.000000,NaN,NaN
NaN,NaN,325.030000,518.980000,432.980000,580.030000,NaN,NaN
NaN,NaN,325.090000,518.980000,432.960000,579.980000,NaN,NaN
NaN,NaN,325.090000,518.990000,432.960000,580.010000,NaN,NaN
NaN,NaN,325.080000,519.000000,432.960000,580.010000,NaN,NaN
NaN,NaN,325.100000,519.000000,432.990000,579.990000,NaN,NaN
NaN,NaN,325.110000,519.010000,432.990000,580.010000,NaN,NaN
NaN,NaN,325.120000,519.000000,432.970000,579.990000,NaN,NaN
NaN,NaN,325.120000,519.010000,432.970000,580.020000,NaN,NaN
NaN,NaN,325.100000,519.010000,432.960000,580.000000,NaN,NaN
NaN,NaN,325.150000,519.000000,432.980000,579.990000,NaN,NaN
NaN,NaN,325.150000,519.040000,432.990000,580.000000,NaN,NaN
NaN,NaN,325.160000,519.040000,432.970000,579.980000,NaN,NaN
NaN,NaN,325.160000,519.030000,432.980000,580.040000,NaN,NaN
NaN,NaN,325.160000,519.030000,432.960000,580.010000,NaN,NaN
NaN,NaN,325.180000,519.030000,432.930000,580.010000,NaN,NaN
NaN,NaN,325.190000,519.030000,432.950000,579.990000,NaN,NaN
NaN,NaN,325.190000,519.030000,432.970000,579.990000,NaN,NaN
NaN,NaN,325.220000,519.050000,432.940000,579.960000,NaN,NaN
NaN,NaN,325.230000,519.060000,432.980000,579.980000,NaN,NaN
NaN,NaN,325.240000,519.060000,432.980000,579.950000,NaN,NaN
NaN,NaN,325.230000,519.050000,432.970000,579.930000,NaN,NaN
NaN,NaN,325.220000,519.050000,432.970000,579.940000,NaN,NaN
NaN,NaN,325.230000,519.070000,432.960000,579.950000,NaN,NaN
NaN,NaN,325.250000,519.060000,432.950000,579.940000,NaN,NaN
NaN,NaN,325.270000,519.080000,432.970000,579.940000,NaN,NaN
NaN,NaN,325.220000,519.080000,432.980000,579.960000,NaN,NaN
NaN,NaN,325.270000,519.080000,433.010000,579.970000,NaN,NaN
NaN,NaN,325.280000,519.090000,433.000000,579.950000,NaN,NaN
NaN,NaN,325.310000,519.100000,432.950000,579.960000,NaN,NaN
NaN,NaN,325.290000,519.100000,433.000000,579.980000,NaN,NaN
NaN,NaN,325.290000,519.110000,433.010000,579.940000,NaN,NaN
NaN,NaN,325.320000,519.100000,432.990000,579.910000,NaN,NaN
NaN,NaN,325.300000,519.100000,432.970000,579.980000,NaN,NaN
NaN,NaN,325.310000,519.110000,432.980000,579.950000,NaN,NaN
NaN,NaN,325.330000,519.110000,432.950000,579.950000,NaN,NaN
NaN,NaN,325.350000,519.120000,432.960000,579.940000,NaN,NaN
NaN,NaN,325.340000,519.120000,432.960000,579.970000,NaN,NaN
NaN,NaN,325.350000,519.140000,433.000000,579.980000,NaN,NaN
NaN,NaN,325.360000,519.130000,432.960000,579.930000,NaN,NaN
NaN,NaN,325.360000,519.140000,432.960000,579.970000,NaN,NaN
NaN,NaN,325.380000,519.130000,432.940000,579.920000,NaN,NaN
NaN,NaN,325.360000,519.140000,432.930000,579.930000,NaN,NaN
NaN,NaN,325.390000,519.150000,432.960000,579.910000,NaN,NaN
NaN,NaN,325.390000,519.150000,432.940000,579.910000,NaN,NaN
NaN,NaN,325.400000,519.160000,432.950000,579.930000,NaN,NaN
NaN,NaN,325.410000,519.170000,432.950000,579.950000,NaN,NaN
NaN,NaN,325.420000,519.160000,432.950000,579.940000,NaN,NaN
NaN,NaN,325.410000,519.180000,432.950000,579.920000,NaN,NaN
NaN,NaN,325.410000,519.190000,432.950000,579.910000,NaN,NaN
NaN,NaN,325.450000,519.190000,432.960000,579.910000,NaN,NaN
NaN,NaN,325.460000,519.190000,432.960000,579.930000,NaN,NaN
NaN,NaN,325.480000,519.210000,432.950000,579.880000,NaN,NaN
NaN,NaN,325.440000,519.210000,432.950000,579.910000,NaN,NaN
NaN,NaN,325.460000,519.220000,432.960000,579.880000,NaN,NaN
NaN,NaN,325.460000,519.190000,432.960000,579.920000,NaN,NaN
NaN,NaN,325.450000,519.210000,432.960000,579.940000,NaN,NaN
NaN,NaN,325.480000,519.210000,433.000000,579.920000,NaN,NaN
NaN,NaN,325.930000,519.140000,432.990000,579.910000,NaN,NaN
NaN,NaN,325.940000,519.140000,432.960000,579.900000,NaN,NaN
NaN,NaN,325.930000,519.150000,432.960000,579.910000,NaN,NaN
NaN,NaN,325.940000,519.150000,432.960000,579.870000,NaN,NaN
NaN,NaN,325.940000,519.170000,432.950000,579.930000,NaN,NaN
NaN,NaN,325.940000,519.190000,432.970000,579.920000,NaN,NaN
NaN,NaN,325.940000,519.180000,432.980000,579.890000,NaN,NaN
NaN,NaN,325.940000,519.200000,433.000000,579.900000,NaN,NaN
NaN,NaN,325.940000,519.190000,432.990000,579.920000,NaN,NaN
NaN,NaN,325.950000,519.200000,432.940000,579.920000,NaN,NaN
NaN,NaN,325.960000,519.210000,432.950000,579.920000,NaN,NaN
NaN,NaN,325.980000,519.230000,432.970000,579.910000,NaN,NaN
NaN,NaN,325.970000,519.230000,432.990000,579.890000,NaN,NaN
NaN,NaN,325.960000,519.210000,432.970000,579.900000,NaN,NaN
NaN,NaN,325.960000,519.210000,432.930000,579.850000,NaN,NaN
NaN,NaN,325.990000,519.230000,432.940000,579.870000,NaN,NaN
NaN,NaN,326.000000,519.240000,432.940000,579.850000,NaN,NaN
NaN,NaN,325.970000,519.240000,432.920000,579.870000,NaN,NaN
NaN,NaN,325.990000,519.240000,432.920000,579.800000,NaN,NaN
NaN,NaN,326.000000,519.250000,432.940000,579.830000,NaN,NaN
NaN,NaN,326.010000,519.250000,432.950000,579.830000,NaN,NaN
NaN,NaN,326.010000,519.270000,432.940000,579.850000,NaN,NaN
NaN,NaN,326.010000,519.250000,432.940000,579.840000,NaN,NaN
NaN,NaN,326.020000,519.250000,432.950000,579.830000,NaN,NaN
NaN,NaN,326.020000,519.250000,432.930000,579.840000,NaN,NaN
NaN,NaN,326.020000,519.280000,432.940000,579.810000,NaN,NaN
NaN,NaN,326.030000,519.270000,432.920000,579.830000,NaN,NaN
NaN,NaN,326.030000,519.280000,432.940000,579.820000,NaN,NaN
NaN,NaN,326.040000,519.280000,432.950000,579.870000,NaN,NaN
NaN,NaN,326.040000,519.310000,432.940000,579.840000,NaN,NaN
NaN,NaN,326.050000,519.290000,432.970000,579.830000,NaN,NaN
NaN,NaN,326.060000,519.320000,432.980000,579.840000,NaN,NaN
NaN,NaN,326.070000,519.300000,432.960000,579.860000,NaN,NaN
NaN,NaN,326.070000,519.320000,432.950000,579.860000,NaN,NaN
NaN,NaN,326.070000,519.320000,432.960000,579.860000,NaN,NaN
NaN,NaN,326.080000,519.340000,432.990000,579.820000,NaN,NaN
NaN,NaN,326.080000,519.350000,432.980000,579.830000,NaN,NaN
NaN,NaN,326.100000,519.330000,432.960000,579.820000,NaN,NaN
NaN,NaN,326.100000,519.330000,432.970000,579.770000,NaN,NaN
NaN,NaN,326.090000,519.350000,433.000000,579.800000,NaN,NaN
NaN,NaN,326.110000,519.350000,432.970000,579.820000,NaN,NaN
NaN,NaN,326.100000,519.340000,432.970000,579.820000,NaN,NaN
NaN,NaN,326.150000,519.380000,432.980000,579.820000,NaN,NaN
NaN,NaN,326.110000,519.370000,432.950000,579.810000,NaN,NaN
NaN,NaN,326.140000,519.360000,432.950000,579.810000,NaN,NaN
NaN,NaN,326.120000,519.380000,432.910000,579.800000,NaN,NaN
NaN,NaN,326.130000,519.390000,432.920000,579.800000,NaN,NaN
NaN,NaN,326.130000,519.410000,432.930000,579.810000,NaN,NaN
NaN,NaN,326.170000,519.410000,432.920000,579.810000,NaN,NaN
NaN,NaN,326.180000,519.400000,432.950000,579.820000,NaN,NaN
NaN,NaN,326.200000,519.410000,432.950000,579.800000,NaN,NaN
NaN,NaN,326.210000,519.390000,432.960000,579.830000,NaN,NaN
NaN,NaN,326.170000,519.430000,432.940000,579.820000,NaN,NaN
NaN,NaN,326.170000,519.440000,432.970000,579.810000,NaN,NaN
NaN,NaN,326.190000,519.450000,432.960000,579.790000,NaN,NaN
NaN,NaN,326.210000,519.440000,432.970000,579.820000,NaN,NaN
NaN,NaN,326.210000,519.450000,432.970000,579.770000,NaN,NaN
NaN,NaN,326.230000,519.450000,432.970000,579.780000,NaN,NaN
NaN,NaN,326.310000,519.450000,433.020000,579.830000,NaN,NaN
NaN,NaN,326.310000,519.430000,432.990000,579.810000,NaN,NaN
NaN,NaN,326.300000,519.490000,432.980000,579.800000,NaN,NaN
NaN,NaN,326.150000,519.910000,432.980000,579.800000,NaN,NaN
NaN,NaN,326.170000,519.910000,432.970000,579.810000,NaN,NaN
NaN,NaN,326.170000,519.910000,432.960000,579.770000,NaN,NaN
NaN,NaN,326.190000,519.900000,432.950000,579.780000,NaN,NaN
NaN,NaN,326.210000,519.920000,432.940000,579.790000,NaN,NaN
NaN,NaN,326.200000,519.920000,432.940000,579.810000,NaN,NaN
NaN,NaN,326.220000,519.930000,432.950000,579.790000,NaN,NaN
NaN,NaN,326.210000,519.940000,432.940000,579.810000,NaN,NaN
NaN,NaN,326.240000,519.930000,432.950000,579.800000,NaN,NaN
NaN,NaN,326.310000,519.910000,432.950000,579.750000,NaN,NaN
NaN,NaN,326.310000,519.940000,432.950000,579.780000,NaN,NaN
