pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,122.145334,280.620154
NaN,NaN,NaN,NaN,122.010000,281.010000
NaN,NaN,NaN,NaN,121.980000,280.990000
NaN,NaN,NaN,NaN,121.990000,281.000000
NaN,NaN,NaN,NaN,121.990000,281.000000
NaN,NaN,NaN,NaN,121.980000,281.010000
NaN,NaN,NaN,NaN,122.000000,281.000000
NaN,NaN,NaN,NaN,121.980000,280.980000
NaN,NaN,NaN,NaN,121.960000,281.000000
NaN,NaN,NaN,NaN,121.920000,280.990000
NaN,NaN,135.184383,269.953487,121.970000,280.970000
NaN,NaN,135.000000,270.000000,121.980000,280.980000
NaN,NaN,135.000000,270.000000,121.970000,280.980000
NaN,NaN,134.990000,270.000000,121.970000,280.970000
NaN,NaN,135.000000,269.990000,121.970000,280.940000
NaN,NaN,135.000000,269.990000,121.990000,280.940000
NaN,NaN,134.990000,270.000000,121.990000,280.920000
NaN,NaN,134.990000,270.000000,121.990000,280.960000
NaN,NaN,135.000000,270.000000,122.000000,280.950000
NaN,NaN,135.000000,269.990000,122.030000,280.840000
NaN,NaN,134.990000,269.980000,122.010000,280.840000
NaN,NaN,134.980000,269.980000,122.020000,280.840000
NaN,NaN,134.980000,269.970000,122.010000,280.830000
NaN,NaN,134.990000,269.970000,122.020000,280.840000
NaN,NaN,134.990000,269.960000,122.050000,280.820000
NaN,NaN,134.980000,269.960000,122.030000,280.800000
NaN,NaN,134.980000,269.960000,122.060000,280.770000
NaN,NaN,134.970000,269.960000,122.030000,280.780000
NaN,NaN,134.980000,269.960000,122.010000,280.750000
NaN,NaN,134.990000,269.950000,122.030000,280.780000
NaN,NaN,134.970000,269.950000,122.030000,280.750000
NaN,NaN,134.960000,269.940000,122.020000,280.790000
NaN,NaN,134.970000,269.940000,122.040000,280.750000
NaN,NaN,134.980000,269.940000,122.020000,280.750000
NaN,NaN,134.970000,269.930000,122.040000,280.740000
NaN,NaN,134.960000,269.940000,121.990000,280.760000
NaN,NaN,134.980000,269.940000,121.980000,280.740000
NaN,NaN,134.970000,269.930000,122.000000,280.780000
NaN,NaN,134.980000,269.950000,122.020000,280.800000
NaN,NaN,134.950000,269.950000,121.980000,280.820000
NaN,NaN,134.960000,269.950000,121.980000,280.870000
NaN,NaN,134.950000,269.930000,121.970000,280.820000
NaN,NaN,134.950000,269.920000,121.960000,280.820000
NaN,NaN,134.940000,269.920000,121.950000,280.780000
NaN,NaN,134.950000,269.910000,121.950000,280.790000
NaN,NaN,134.930000,269.910000,121.960000,280.730000
NaN,NaN,134.940000,269.910000,121.990000,280.760000
NaN,NaN,134.940000,269.910000,122.020000,280.750000
NaN,NaN,134.960000,269.910000,122.010000,280.760000
NaN,NaN,134.950000,269.900000,121.980000,280.810000
NaN,NaN,134.970000,269.890000,122.020000,280.760000
NaN,NaN,134.950000,269.880000,122.040000,280.720000
NaN,NaN,134.950000,269.870000,122.040000,280.700000
NaN,NaN,134.970000,269.870000,122.040000,280.690000
NaN,NaN,134.970000,269.860000,122.030000,280.720000
NaN,NaN,134.980000,269.860000,122.030000,280.700000
NaN,NaN,134.980000,269.870000,122.010000,280.720000
NaN,NaN,134.980000,269.860000,122.030000,280.740000
NaN,NaN,134.970000,269.860000,122.030000,280.660000
NaN,NaN,134.970000,269.860000,122.050000,280.710000
NaN,NaN,134.950000,269.830000,122.080000,280.580000
NaN,NaN,134.940000,269.830000,122.110000,280.280000
NaN,NaN,134.950000,269.820000,122.120000,280.280000
NaN,NaN,134.980000,269.810000,122.150000,280.350000
NaN,NaN,134.990000,269.790000,122.150000,280.320000
NaN,NaN,134.980000,269.800000,122.130000,280.380000
NaN,NaN,134.980000,269.800000,122.130000,280.370000
NaN,NaN,134.980000,269.780000,122.100000,280.290000
NaN,NaN,134.960000,269.750000,122.170000,280.140000
NaN,NaN,134.980000,269.760000,122.150000,280.210000
NaN,NaN,134.980000,269.750000,122.200000,280.230000
NaN,NaN,134.980000,269.730000,122.160000,280.260000
NaN,NaN,134.980000,269.740000,122.190000,280.260000
NaN,NaN,134.990000,269.750000,122.190000,280.310000
NaN,NaN,134.980000,269.730000,122.190000,280.120000
NaN,NaN,134.980000,269.700000,122.170000,280.160000
NaN,NaN,134.980000,269.690000,122.200000,280.060000
NaN,NaN,134.990000,269.670000,122.180000,280.150000
NaN,NaN,134.990000,269.680000,122.250000,280.140000
NaN,NaN,135.000000,269.660000,122.310000,280.060000
NaN,NaN,135.010000,269.650000,122.290000,280.160000
NaN,NaN,135.010000,269.640000,122.290000,280.090000
NaN,NaN,135.010000,269.630000,122.300000,280.080000
NaN,NaN,135.000000,269.610000,122.370000,280.080000
NaN,NaN,135.000000,269.610000,122.340000,280.050000
NaN,NaN,135.020000,269.560000,122.300000,280.070000
NaN,NaN,135.020000,269.490000,122.290000,280.070000
NaN,NaN,135.010000,269.340000,122.330000,280.010000
NaN,NaN,135.010000,269.320000,122.350000,279.990000
NaN,NaN,135.020000,269.340000,122.230000,279.960000
NaN,NaN,135.020000,269.260000,122.320000,280.010000
NaN,NaN,135.030000,269.270000,122.320000,280.010000
NaN,NaN,135.030000,269.270000,122.290000,280.140000
NaN,NaN,135.050000,269.240000,122.340000,280.070000
NaN,NaN,135.070000,269.220000,122.380000,280.020000
NaN,NaN,135.080000,269.220000,122.380000,280.080000
NaN,NaN,135.100000,269.190000,122.490000,279.990000
NaN,NaN,135.080000,269.180000,122.650000,279.840000
NaN,NaN,135.070000,269.160000,122.570000,279.950000
NaN,NaN,135.090000,269.140000,122.660000,279.880000
NaN,NaN,135.090000,269.130000,122.590000,279.950000
NaN,NaN,135.100000,269.130000,122.630000,279.880000
NaN,NaN,135.120000,269.090000,122.570000,279.880000
NaN,NaN,135.120000,269.070000,122.650000,279.840000
NaN,NaN,135.130000,269.060000,122.600000,279.840000
NaN,NaN,135.120000,269.040000,122.830000,279.770000
NaN,NaN,135.150000,269.060000,122.760000,279.830000
NaN,NaN,135.140000,269.050000,122.790000,279.600000
NaN,NaN,135.150000,269.030000,122.940000,279.320000
NaN,NaN,135.150000,269.020000,122.930000,279.310000
NaN,NaN,135.150000,268.970000,122.940000,279.270000
NaN,NaN,135.140000,268.950000,123.020000,279.110000
NaN,NaN,135.170000,268.920000,122.930000,279.110000
NaN,NaN,135.210000,268.920000,122.940000,279.170000
NaN,NaN,135.190000,268.910000,122.990000,279.190000
NaN,NaN,135.250000,268.890000,122.920000,279.250000
NaN,NaN,135.260000,268.850000,122.930000,279.210000
NaN,NaN,135.260000,268.850000,122.870000,279.210000
NaN,NaN,135.240000,268.840000,122.860000,279.180000
NaN,NaN,135.230000,268.810000,122.880000,279.170000
NaN,NaN,135.260000,268.800000,122.910000,279.090000
NaN,NaN,135.290000,268.770000,122.890000,279.120000
NaN,NaN,135.310000,268.760000,122.980000,279.140000
NaN,NaN,135.340000,268.720000,122.920000,279.130000
NaN,NaN,135.310000,268.690000,122.870000,279.160000
NaN,NaN,135.320000,268.680000,122.740000,279.210000
NaN,NaN,135.330000,268.670000,122.880000,279.080000
NaN,NaN,135.350000,268.650000,122.880000,279.000000
NaN,NaN,135.360000,268.610000,122.840000,279.020000
NaN,NaN,135.370000,268.580000,122.930000,278.980000
NaN,NaN,135.370000,268.600000,122.880000,278.990000
NaN,NaN,135.410000,268.550000,122.820000,278.880000
NaN,NaN,135.390000,268.510000,122.820000,278.960000
NaN,NaN,135.470000,268.290000,122.770000,278.910000
NaN,NaN,135.600000,268.240000,122.910000,279.010000
NaN,NaN,135.590000,268.190000,122.880000,278.950000
NaN,NaN,135.620000,268.200000,122.910000,278.950000
NaN,NaN,135.610000,268.220000,122.940000,278.970000
NaN,NaN,135.660000,268.170000,122.870000,278.940000
NaN,NaN,135.650000,268.150000,122.860000,278.990000
NaN,NaN,135.680000,268.130000,122.910000,278.980000
NaN,NaN,135.670000,268.120000,122.920000,278.980000
NaN,NaN,135.680000,268.100000,122.830000,278.990000
NaN,NaN,135.670000,268.090000,122.910000,278.920000
NaN,NaN,135.700000,268.070000,122.890000,278.900000
NaN,NaN,135.680000,268.060000,122.870000,278.850000
NaN,NaN,135.730000,268.050000,122.860000,278.900000
NaN,NaN,135.760000,268.030000,122.880000,278.890000
NaN,NaN,135.720000,268.040000,122.920000,278.840000
NaN,NaN,135.740000,268.030000,122.850000,278.940000
NaN,NaN,135.750000,267.960000,122.930000,278.860000
NaN,NaN,135.750000,267.960000,122.960000,278.830000
NaN,NaN,135.750000,267.940000,122.890000,278.770000
NaN,NaN,135.740000,267.920000,122.830000,278.740000
NaN,NaN,135.750000,267.920000,122.860000,278.780000
NaN,NaN,135.760000,267.880000,122.850000,278.780000
NaN,NaN,135.780000,267.850000,122.840000,278.630000
NaN,NaN,135.780000,267.850000,122.950000,278.630000
NaN,NaN,135.800000,267.830000,122.960000,278.700000
NaN,NaN,135.810000,267.810000,123.000000,278.600000
NaN,NaN,135.830000,267.780000,123.050000,278.660000
