pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,953.286322,115.763606
NaN,NaN,NaN,NaN,952.990000,116.000000
NaN,NaN,NaN,NaN,953.000000,116.000000
NaN,NaN,NaN,NaN,952.990000,116.000000
NaN,NaN,NaN,NaN,953.010000,116.000000
NaN,NaN,NaN,NaN,953.000000,115.990000
NaN,NaN,NaN,NaN,953.000000,116.000000
NaN,NaN,NaN,NaN,953.000000,115.980000
NaN,NaN,NaN,NaN,953.010000,115.980000
NaN,NaN,NaN,NaN,953.020000,115.980000
NaN,NaN,NaN,NaN,953.010000,115.970000
NaN,NaN,NaN,NaN,953.010000,115.970000
NaN,NaN,NaN,NaN,953.020000,115.960000
NaN,NaN,NaN,NaN,953.030000,115.970000
NaN,NaN,NaN,NaN,953.040000,115.950000
NaN,NaN,NaN,NaN,953.060000,115.950000
NaN,NaN,NaN,NaN,953.050000,115.960000
NaN,NaN,NaN,NaN,953.050000,115.950000
NaN,NaN,NaN,NaN,953.070000,115.950000
NaN,NaN,NaN,NaN,953.070000,115.950000
NaN,NaN,NaN,NaN,953.080000,115.940000
NaN,NaN,NaN,NaN,953.070000,115.940000
NaN,NaN,NaN,NaN,953.090000,115.940000
NaN,NaN,NaN,NaN,953.100000,115.930000
NaN,NaN,NaN,NaN,953.090000,115.930000
NaN,NaN,NaN,NaN,953.080000,115.920000
NaN,NaN,NaN,NaN,953.090000,115.930000
NaN,NaN,NaN,NaN,953.100000,115.930000
NaN,NaN,NaN,NaN,953.110000,115.920000
NaN,NaN,NaN,NaN,953.110000,115.920000
NaN,NaN,NaN,NaN,953.130000,115.920000
NaN,NaN,NaN,NaN,953.110000,115.920000
NaN,NaN,NaN,NaN,953.130000,115.930000
NaN,NaN,NaN,NaN,953.140000,115.930000
NaN,NaN,NaN,NaN,953.140000,115.920000
NaN,NaN,NaN,NaN,953.150000,115.920000
NaN,NaN,NaN,NaN,953.160000,115.900000
NaN,NaN,NaN,NaN,953.170000,115.900000
NaN,NaN,NaN,NaN,953.170000,115.890000
NaN,NaN,NaN,NaN,953.180000,115.900000
NaN,NaN,NaN,NaN,953.180000,115.900000
NaN,NaN,NaN,NaN,953.190000,115.890000
NaN,NaN,NaN,NaN,953.200000,115.890000
NaN,NaN,NaN,NaN,953.200000,115.890000
NaN,NaN,NaN,NaN,953.200000,115.900000
NaN,NaN,NaN,NaN,953.230000,115.880000
NaN,NaN,NaN,NaN,953.210000,115.890000
NaN,NaN,NaN,NaN,953.220000,115.880000
NaN,NaN,NaN,NaN,953.230000,115.870000
NaN,NaN,NaN,NaN,953.230000,115.870000
NaN,NaN,NaN,NaN,953.250000,115.880000
NaN,NaN,NaN,NaN,953.270000,115.860000
NaN,NaN,NaN,NaN,953.280000,115.860000
NaN,NaN,NaN,NaN,953.280000,115.860000
NaN,NaN,NaN,NaN,953.270000,115.870000
NaN,NaN,NaN,NaN,953.270000,115.860000
NaN,NaN,NaN,NaN,953.300000,115.860000
NaN,NaN,NaN,NaN,953.310000,115.850000
NaN,NaN,NaN,NaN,953.330000,115.850000
NaN,NaN,NaN,NaN,953.320000,115.840000
NaN,NaN,NaN,NaN,953.270000,115.860000
NaN,NaN,NaN,NaN,953.290000,115.830000
NaN,NaN,NaN,NaN,953.320000,115.830000
NaN,NaN,NaN,NaN,953.320000,115.820000
NaN,NaN,NaN,NaN,953.360000,115.820000
NaN,NaN,NaN,NaN,953.360000,115.830000
NaN,NaN,NaN,NaN,953.330000,115.830000
NaN,NaN,NaN,NaN,953.360000,115.820000
NaN,NaN,NaN,NaN,953.360000,115.830000
NaN,NaN,NaN,NaN,953.380000,115.830000
NaN,NaN,NaN,NaN,953.380000,115.820000
NaN,NaN,NaN,NaN,953.370000,115.820000
NaN,NaN,NaN,NaN,953.370000,115.820000
NaN,NaN,NaN,NaN,953.390000,115.810000
NaN,NaN,NaN,NaN,953.390000,115.800000
NaN,NaN,NaN,NaN,953.390000,115.820000
NaN,NaN,NaN,NaN,953.390000,115.810000
NaN,NaN,NaN,NaN,953.380000,115.810000
NaN,NaN,NaN,NaN,953.370000,115.810000
NaN,NaN,NaN,NaN,953.370000,115.830000
NaN,NaN,NaN,NaN,953.370000,115.820000
NaN,NaN,NaN,NaN,953.380000,115.820000
NaN,NaN,NaN,NaN,953.390000,115.820000
NaN,NaN,NaN,NaN,953.360000,115.820000
NaN,NaN,NaN,NaN,953.380000,115.820000
NaN,NaN,NaN,NaN,953.380000,115.820000
NaN,NaN,NaN,NaN,953.380000,115.820000
NaN,NaN,NaN,NaN,953.370000,115.800000
NaN,NaN,NaN,NaN,953.390000,115.780000
NaN,NaN,NaN,NaN,953.400000,115.790000
NaN,NaN,NaN,NaN,953.390000,115.820000
NaN,NaN,NaN,NaN,953.390000,115.800000
NaN,NaN,NaN,NaN,953.400000,115.790000
NaN,NaN,NaN,NaN,953.390000,115.790000
NaN,NaN,NaN,NaN,953.410000,115.780000
NaN,NaN,NaN,NaN,953.410000,115.790000
NaN,NaN,NaN,NaN,953.380000,115.800000
NaN,NaN,NaN,NaN,953.400000,115.780000
NaN,NaN,NaN,NaN,953.370000,115.780000
NaN,NaN,NaN,NaN,953.370000,115.770000
NaN,NaN,NaN,NaN,953.380000,115.770000
NaN,NaN,NaN,NaN,953.400000,115.770000
NaN,NaN,NaN,NaN,953.400000,115.750000
NaN,NaN,NaN,NaN,953.410000,115.750000
NaN,NaN,NaN,NaN,953.400000,115.760000
NaN,NaN,NaN,NaN,953.360000,115.750000
NaN,NaN,NaN,NaN,953.380000,115.770000
NaN,NaN,NaN,NaN,953.350000,115.740000
NaN,NaN,NaN,NaN,953.340000,115.750000
NaN,NaN,NaN,NaN,953.310000,115.770000
NaN,NaN,NaN,NaN,953.290000,115.770000
NaN,NaN,NaN,NaN,953.300000,115.760000
NaN,NaN,NaN,NaN,953.280000,115.770000
NaN,NaN,NaN,NaN,953.330000,115.750000
NaN,NaN,NaN,NaN,953.300000,115.760000
NaN,NaN,NaN,NaN,953.290000,115.760000
NaN,NaN,NaN,NaN,953.270000,115.770000
NaN,NaN,NaN,NaN,953.260000,115.770000
NaN,NaN,NaN,NaN,953.280000,115.760000
NaN,NaN,NaN,NaN,953.270000,115.770000
NaN,NaN,NaN,NaN,953.250000,115.780000
NaN,NaN,NaN,NaN,953.260000,115.770000
NaN,NaN,NaN,NaN,953.240000,115.790000
NaN,NaN,NaN,NaN,953.240000,115.780000
NaN,NaN,NaN,NaN,953.220000,115.800000
NaN,NaN,NaN,NaN,953.250000,115.770000
NaN,NaN,NaN,NaN,953.210000,115.790000
NaN,NaN,NaN,NaN,953.230000,115.800000
NaN,NaN,NaN,NaN,953.230000,115.790000
NaN,NaN,NaN,NaN,953.220000,115.790000
NaN,NaN,NaN,NaN,953.240000,115.790000
NaN,NaN,NaN,NaN,953.250000,115.790000
NaN,NaN,NaN,NaN,953.240000,115.810000
NaN,NaN,NaN,NaN,953.250000,115.790000
NaN,NaN,NaN,NaN,953.230000,115.790000
NaN,NaN,NaN,NaN,953.170000,115.820000
NaN,NaN,NaN,NaN,953.160000,115.810000
NaN,NaN,NaN,NaN,953.160000,115.790000
NaN,NaN,NaN,NaN,953.190000,115.800000
NaN,NaN,NaN,NaN,953.190000,115.790000
NaN,NaN,NaN,NaN,953.170000,115.800000
NaN,NaN,NaN,NaN,953.200000,115.820000
NaN,NaN,NaN,NaN,953.190000,115.810000
NaN,NaN,NaN,NaN,953.190000,115.830000
NaN,NaN,NaN,NaN,953.160000,115.830000
NaN,NaN,NaN,NaN,953.160000,115.830000
NaN,NaN,NaN,NaN,953.160000,115.840000
NaN,NaN,NaN,NaN,953.160000,115.830000
NaN,NaN,NaN,NaN,953.170000,115.830000
NaN,NaN,NaN,NaN,953.200000,115.830000
NaN,NaN,NaN,NaN,953.180000,115.830000
NaN,NaN,NaN,NaN,953.190000,115.820000
NaN,NaN,NaN,NaN,953.190000,115.830000
NaN,NaN,NaN,NaN,953.170000,115.810000
NaN,NaN,NaN,NaN,953.170000,115.810000
NaN,NaN,NaN,NaN,953.170000,115.810000
NaN,NaN,NaN,NaN,953.150000,115.840000
NaN,NaN,NaN,NaN,953.160000,115.830000
NaN,NaN,NaN,NaN,953.150000,115.840000
NaN,NaN,NaN,NaN,953.150000,115.830000
NaN,NaN,NaN,NaN,955.363886,111.526072
NaN,NaN,NaN,NaN,955.050000,111.890000
NaN,NaN,NaN,NaN,955.020000,111.840000
NaN,NaN,NaN,NaN,955.010000,111.990000
NaN,NaN,NaN,NaN,955.020000,111.980000
NaN,NaN,NaN,NaN,955.020000,111.980000
NaN,NaN,NaN,NaN,955.010000,111.980000
NaN,NaN,NaN,NaN,955.030000,111.980000
NaN,NaN,NaN,NaN,955.030000,111.990000
NaN,NaN,NaN,NaN,955.040000,111.990000
NaN,NaN,NaN,NaN,955.040000,111.980000
NaN,NaN,NaN,NaN,955.030000,111.990000
NaN,NaN,NaN,NaN,955.040000,111.970000
NaN,NaN,NaN,NaN,955.040000,111.980000
NaN,NaN,NaN,NaN,955.040000,111.980000
NaN,NaN,NaN,NaN,955.030000,111.970000
NaN,NaN,NaN,NaN,955.040000,111.960000
NaN,NaN,NaN,NaN,955.050000,111.960000
NaN,NaN,NaN,NaN,955.070000,111.960000
NaN,NaN,NaN,NaN,955.060000,111.960000
NaN,NaN,NaN,NaN,955.070000,111.950000
NaN,NaN,NaN,NaN,955.080000,111.940000
NaN,NaN,NaN,NaN,955.070000,111.950000
NaN,NaN,NaN,NaN,955.070000,111.940000
NaN,NaN,NaN,NaN,955.070000,111.930000
NaN,NaN,NaN,NaN,955.080000,111.940000
NaN,NaN,NaN,NaN,955.090000,111.930000
NaN,NaN,NaN,NaN,955.090000,111.950000
NaN,NaN,NaN,NaN,955.110000,111.940000
NaN,NaN,NaN,NaN,955.120000,111.930000
NaN,NaN,NaN,NaN,955.110000,111.930000
NaN,NaN,NaN,NaN,955.140000,111.930000
NaN,NaN,NaN,NaN,955.140000,111.920000
NaN,NaN,NaN,NaN,955.120000,111.910000
NaN,NaN,NaN,NaN,955.130000,111.920000
NaN,NaN,NaN,NaN,955.150000,111.900000
NaN,NaN,NaN,NaN,955.150000,111.900000
NaN,NaN,NaN,NaN,955.150000,111.910000
NaN,NaN,NaN,NaN,955.150000,111.900000
NaN,NaN,NaN,NaN,955.170000,111.900000
NaN,NaN,NaN,NaN,955.180000,111.880000
NaN,NaN,NaN,NaN,955.200000,111.880000
NaN,NaN,NaN,NaN,955.200000,111.890000
NaN,NaN,NaN,NaN,955.210000,111.890000
NaN,NaN,NaN,NaN,955.230000,111.890000
NaN,NaN,NaN,NaN,955.230000,111.890000
NaN,NaN,NaN,NaN,955.230000,111.900000
NaN,NaN,NaN,NaN,955.260000,111.890000
NaN,NaN,NaN,NaN,955.260000,111.890000
NaN,NaN,NaN,NaN,955.280000,111.880000
NaN,NaN,NaN,NaN,955.290000,111.900000
NaN,NaN,NaN,NaN,955.300000,111.890000
NaN,NaN,NaN,NaN,955.300000,111.890000
NaN,NaN,NaN,NaN,955.330000,111.890000
NaN,NaN,NaN,NaN,955.320000,111.880000
NaN,NaN,NaN,NaN,955.340000,111.890000
NaN,NaN,NaN,NaN,955.320000,111.880000
NaN,NaN,NaN,NaN,955.320000,111.880000
NaN,NaN,NaN,NaN,955.360000,111.880000
NaN,NaN,NaN,NaN,955.350000,111.880000
NaN,NaN,NaN,NaN,955.340000,111.870000
NaN,NaN,NaN,NaN,955.340000,111.890000
NaN,NaN,NaN,NaN,955.330000,111.890000
NaN,NaN,NaN,NaN,955.340000,111.890000
NaN,NaN,NaN,NaN,955.370000,111.880000
NaN,NaN,NaN,NaN,955.360000,111.880000
NaN,NaN,NaN,NaN,955.360000,111.870000
NaN,NaN,NaN,NaN,955.350000,111.880000
NaN,NaN,NaN,NaN,955.340000,111.880000
NaN,NaN,NaN,NaN,955.370000,111.870000
NaN,NaN,NaN,NaN,955.380000,111.880000
NaN,NaN,NaN,NaN,955.360000,111.870000
NaN,NaN,NaN,NaN,955.370000,111.860000
NaN,NaN,NaN,NaN,955.370000,111.860000
