filename,species,individual,Name,temperature,date,preystartdist,timeprojstart,maxproj,timemaxproj,peakprojvel,timemaxprojvel,peakprojacc,timemaxprojacc,peakmmsprojpower,timemaxprojpower,maxlunge,timemaxlunge,peaklungevel,timemaxlungevel,peaklungeacc,timemmaxlungeacc,peakbmslungepower,timemaxlungepower,maxreach,timemaxreach,tonguestartdist
Pm 004 (25) 22-Jul-24_19-12-21_00532xypts.csv,Pm,4,Pm4,25,22-Jul-24,13.52856883,0.289,6.183908789,0.333,0.216,0.305333333,348,0.289333333,7.5406602,0.322333333,4.04599957,0.255,0.0152,0.306333333,2.43,0.3,0.0323712,0.267666667,9.330774768,0.333333333,9.373636427
pm 005 (05) 06-Aug-24_18-23-22_00582xypts.csv,Pm,5,Pm5,5,6-Aug-24,7.954275289,0.039666667,3.825014979,0.080333333,0.274,0.043333333,603,0.041333333,22.0215,0.042333333,6.341992732,0.095666667,0.0472,0.071666667,3.45,0.135333333,0.106974,0.125,10.06454293,0.098,6.77140949
Pm 005 (05) 26-Mar-25_16_56_13_01326xypts.csv,Pm,5,Pm5,5,26-Mar-25,7.244014063,0.081333333,3.203432934,0.139666667,0.0959,0.094333333,54.3,0.092,1.10848752,0.092666667,5.334624391,0.151333333,0.025,0.127666667,1.2,0.042333333,0.01683,0.118666667,8.47435635,0.147333333,5.677803272
Pm 005 (05) 26-Mar-25_16-50-20_01324xypts.csv,Pm,5,Pm5,5,26-Mar-25,7.571236465,0.026,3.472204131,0.083,0.228,0.058,235.2,0.026333333,9.1862064,0.026333333,5.725589625,0.153,0.0296,0.065333333,1.332,0.002666667,0.024327,0.059,8.315350884,0.100333333,6.680628314
Pm 005 (05) 26-Mar-25_16-53-12_01325xypts.csv,Pm,5,Pm5,5,26-Mar-25,6.823936402,0.015333333,3.379305572,0.081333333,0.133,0.020666667,169.8,0.018,3.6011385,0.019,3.77521318,0.126,0.0293,0.061666667,1.08,0.117666667,0.0241629,0.053333333,6.768615529,0.081666667,6.752567496
Pm 005 (05) 30-Jul-24_17-53-27_00558xypts.csv,Pm,5,Pm5,5,30-Jul-24,6.866723059,0.016666667,4.991405135,0.08,0.208,0.02,366,0.017333333,10.9288965,0.018666667,7.157232966,0.101333333,0.0435,0.052333333,2.964,0.046,0.099546,0.047333333,11.59748158,0.093666667,6.33561718
Pm 005 (05) 30-Jul-24_17-57-18_00559xypts.csv,Pm,5,Pm5,5,30-Jul-24,11.99889925,0.052666667,4.87143119,0.135666667,0.223,0.056,471,0.053,11.2570584,0.054666667,10.03196426,0.124666667,0.0605,0.103333333,8.34,0.033,0.151632,0.034666667,14.6203991,0.128333333,10.53972677
Pm 005 (05) 30-Jul-24_17-59-33_00560xypts.csv,Pm,5,Pm5,5,30-Jul-24,11.73205724,0.123666667,5.487297831,0.189666667,0.209,0.138,342,0.124,9.7080744,0.124333333,9.812259019,0.235666667,0.0494,0.173666667,2.019,0.104666667,0.0524796,0.165333333,14.22282222,0.199333333,10.31208101
Pm 005 (10) 17-Sep-24_19-02-26_00632xypts.csv,Pm,5,Pm5,10,17-Sep-24,10.69263421,0.049,4.578402468,0.115,0.215,0.053666667,192.9,0.049333333,6.0250824,0.051,8.435882363,0.109,0.0576,0.089333333,2.892,0.066333333,0.103062,0.068666667,12.90358065,0.114,8.426827951
Pm 005 (10) 17-Sep-24_19-09-05_00633xypts.csv,Pm,5,Pm5,10,17-Sep-24,6.534723088,0.092,4.631828993,0.141,0.171,0.096,153.9,0.093333333,4.6737102,0.094,3.25472626,0.162666667,0.0237,0.123333333,1.656,0.067,0.0194025,0.117333333,7.777498495,0.141333333,5.573499268
Pm 005 (10) 17-Sep-24_19-11-20_00634xypts.csv,Pm,5,Pm5,10,17-Sep-24,5.139045051,0.011333333,3.798970018,0.059,0.214,0.015,327,0.012333333,10.5139782,0.013666667,2.30303361,0.083666667,0.0162,0.045,0.927,0.097333333,0.0062061,0.041333333,5.835801128,0.066333333,4.897459891
Pm 005 (10) 17-Sep-24_19-19-16_00635xypts.csv,Pm,5,Pm5,10,17-Sep-24,8.030805214,0.030666667,4.529550308,0.091,0.148,0.043,191.1,0.031333333,4.2088488,0.041333333,6.268029735,0.090666667,0.0468,0.074666667,14.85,0.018,0.13563,0.022333333,10.79752532,0.091,6.922560551
Pm 005 (15) 05-Mar-25_19_18_29_01172xypts.csv,Pm,5,Pm5,15,5-Mar-25,9.170842979,0.012333333,3.845133397,0.07,0.193,0.016,483,0.014,12.923712,0.015,5.722789269,0.084333333,0.0429,0.036666667,4.14,0.117666667,0.091908,0.092333333,9.445231196,0.070333333,8.546170096
Pm 005 (15) 05-Mar-25_19_21_00_01173xypts.csv,Pm,5,Pm5,15,5-Mar-25,9.84150364,0.074333333,2.5860277,0.117,0.152,0.105666667,672,0.074666667,3.250872,0.104,8.208819773,0.114,0.0632,0.071666667,3.3,0.064666667,0.169809,0.066333333,10.78817683,0.115666667,6.299451836
Pm 005 (15) 05-Mar-25_19-18-29_01172xypts.csv,Pm,5,Pm5,15,5-Mar-25,8.562131389,0.012333333,3.845133397,0.07,0.193,0.016,483,0.014,12.923712,0.015,5.722789269,0.084333333,0.0429,0.036666667,4.14,0.117666667,0.091908,0.092333333,9.445231196,0.070333333,NaN
Pm 005 (15) 05-Mar-25_19-24-00_01174xypts.csv,Pm,5,Pm5,15,5-Mar-25,6.88967711,0.019,3.155083237,0.058666667,0.198,0.023,210,0.020333333,6.9804,0.021333333,5.446152902,0.071,0.0404,0.046333333,3.42,0.109666667,0.0683082,0.096,8.559743446,0.068666667,5.855579494
Pm 005 (15) 07-Oct-24_17_47_31_00723xypts.csv,Pm,5,Pm5,15,7-Oct-24,8.153066885,0.067,3.670780501,0.1,0.163,0.093666667,171.6,0.069333333,4.0114032,0.070666667,8.174190195,0.106,0.0781,0.084666667,4.2,0.076666667,0.250971,0.078333333,11.69034747,0.101333333,5.761027788
Pm 005 (15) 15-Jul-24_18-57-11_00469xypts.csv,Pm,5,Pm5,15,15-Jul-24,22.43950987,0.042333333,6.059555723,0.109,0.18,0.071666667,230.1,0.043333333,7.0185429,0.044333333,18.63781899,0.103,0.0919,0.057666667,3.12,0.000333333,0.1109376,0.050333333,24.60784192,0.105666667,15.75095469
Pm 005 (15) 15-Jul-24_19-15-29_00472xypts.csv,Pm,5,Pm5,15,15-Jul-24,14.45547714,0.241,4.463617276,0.282666667,0.183,0.261,339,0.241333333,5.03586,0.242333333,12.18716192,0.292333333,0.0733,0.263666667,3.81,0.324,0.1294731,0.244666667,16.40473112,0.289,10.6318503
Pm 005 (20) 08-Jul-24_19-26-16_00410xypts.csv,Pm,5,Pm5,20,8-Jul-24,13.72693321,0.066,4.662314875,0.098666667,0.33,0.071333333,378,0.069333333,22.250025,0.07,14.37030222,0.109333333,0.0895,0.078333333,10.68,0.013,0.1456344,0.043333333,18.65653904,0.099333333,7.058559321
Pm 005 (20) 08-Jul-24_19-35-34_00413xypts.csv,Pm,5,Pm5,20,8-Jul-24,11.73260102,0.041,5.317647024,0.074666667,0.275,0.044,504,0.041333333,16.1214,0.042333333,9.064930253,0.079666667,0.0901,0.06,4.98,0.106333333,0.314814,0.053333333,14.24381135,0.076333333,9.241202233
Pm 005 (20) 21-Oct-24_17-41-49_00802xypts.csv,Pm,5,Pm5,20,21-Oct-24,13.2374021,0.018,4.617780766,0.069333333,0.231,0.030333333,255.9,0.018333333,10.2082533,0.028666667,9.192752114,0.067333333,0.0769,0.021333333,3.84,0.004333333,0.193356,0.015333333,13.8016917,0.068666667,10.91386974
Pm 005 (20) 21-Oct-24_17-46-40_00804xypts.csv,Pm,5,Pm5,20,21-Oct-24,17.75849196,0.075666667,4.632339134,0.112333333,0.249,0.078666667,456,0.076,13.266915,0.077,9.858024392,0.117333333,0.072,0.087666667,4.95,0.040333333,0.1434948,0.079333333,14.3752412,0.113666667,15.39735488
Pm 005 (20) 21-Oct-24_17-49-45_00806xypts.csv,Pm,5,Pm5,20,21-Oct-24,20.49898425,0.208666667,6.398569009,0.256666667,0.269,0.231333333,336,0.229,14.8727394,0.229666667,21.1529927,0.265666667,0.114,0.245,7.56,0.166333333,0.42744,0.242,27.26048171,0.262,14.70355764
Pm 005 (20) 21-Oct-24_17-51-58_00808xypts.csv,Pm,5,Pm5,20,21-Oct-24,13.73354323,0.233333333,4.897732594,0.272666667,0.3,0.237666667,525,0.233666667,15.9925119,0.236,12.74553881,0.295333333,0.0895,0.245333333,2.553,0.215333333,0.183219,0.237333333,16.96495454,0.273,10.78857637
Pm 005 (25) 22-Jul-24_19-21-03_00534xypts.csv,Pm,5,Pm5,25,22-Jul-24,10.8972763,0.038,5.179859097,0.067333333,0.26,0.041666667,279.9,0.039,20.1155184,0.071333333,9.609030545,0.074,0.0906,0.056666667,3.33,0.048,0.246558,0.049333333,14.4165981,0.069333333,8.62429703
Pm 005 (25) 22-Jul-24_19-22-39_00535xypts.csv,Pm,5,Pm5,25,22-Jul-24,7.759529112,0.051333333,3.865704498,0.072666667,0.305,0.062666667,369,0.052,13.6007277,0.060666667,5.233041005,0.083666667,0.0564,0.066,2.358,0.057666667,0.1074183,0.059333333,8.513358403,0.075666667,6.776877212
Pm 005 (25) 22-Jul-24_19-24-29_00536xypts.csv,Pm,5,Pm5,25,22-Jul-24,12.27869265,0.033666667,3.318359647,0.054333333,0.3,0.037,471,0.034,20.7447516,0.064333333,12.19715114,0.067666667,0.105,0.034666667,6.21,0.024666667,0.452328,0.027333333,14.17052971,0.062333333,8.588253869
Pm 005 (25) 22-Jul-24_19-26-22_00537xypts.csv,Pm,5,Pm5,25,22-Jul-24,17.41966171,0.342,5.00174489,0.387666667,0.243,0.363333333,259.5,0.344333333,8.7569118,0.361666667,13.0245897,0.381333333,0.11,0.353666667,3.99,0.326,0.220542,0.331,17.93008494,0.387333333,14.22963989
Pm 005 (25) 22-Jul-24_19-28-35_00538xypts.csv,Pm,5,Pm5,25,22-Jul-24,12.03158458,0.355333333,5.14047955,0.386666667,0.309,0.358666667,444,0.355666667,38.995506,0.388666667,10.8387231,0.398,0.0943,0.370666667,4.98,0.359666667,0.340032,0.362333333,14.86100783,0.388333333,10.69803049
Pm 006 (05) 12-Feb-25_18_09_23_01009xypts.csv,Pm,6,Pm6,5,12-Feb-25,5.753913245,0.118,2.165273935,0.17,0.113,0.131333333,103.8,0.151333333,1.28955411,0.129,3.348179089,0.221333333,0.0165,0.126,3.75,0.057,0.0108054,0.120333333,5.107663199,0.171,4.470017305
Pm 006 (05) 12-Feb-25_18_14_56_01011xypts.csv,Pm,6,Pm6,5,12-Feb-25,7.175387024,0.089333333,3.145979813,0.151666667,0.195,0.106333333,220.8,0.090333333,6.262416,0.105,2.624362314,0.205666667,0.0213,0.054333333,7.26,0.049666667,0.068901,0.050666667,5.648193092,0.155666667,6.382350528
Pm 006 (05) 12-Feb-25_18_41_09_01017xypts.csv,Pm,6,Pm6,5,12-Feb-25,6.458426786,0.108,3.540591611,0.171333333,0.147,0.118333333,102.9,0.116,3.034812,0.116333333,1.314923218,0.229,0.0156,0.145,1.44,0.136,0.0139878,0.139333333,4.749763284,0.172333333,6.492878592
Pm 006 (05) 17-Feb-25_18-27-06_01016xypts.csv,Pm,6,Pm6,5,17-Feb-25,10.61626207,0.112666667,2.719389083,0.172666667,0.165,0.137333333,266.4,0.135,6.7891869,0.136,7.435003293,0.216666667,0.0285,0.125,0.981,0.015,0.0122553,0.119,9.729849257,0.172666667,7.250030932
Pm 006 (05) 24-Mar-25_18_43_33_01308xypts.csv,Pm,6,Pm6,5,24-Mar-25,2.863900812,0.099333333,2.18917249,0.151333333,0.113,0.102333333,243.6,0.099666667,2.81370783,0.100333333,1.038510068,0.184333333,0.00647,0.098333333,0.702,0.092,0.00306,0.094333333,3.062668823,0.152,2.552555551
Pm 006 (05) 24-Mar-25_18-27-50_01304xypts.csv,Pm,6,Pm6,5,24-Mar-25,8.32834372,0.050333333,3.179720993,0.098666667,0.252,0.053666667,298.8,0.050666667,11.1765345,0.052,4.944344037,0.142666667,0.02,0.068666667,1.413,0.128333333,0.014547,0.011666667,7.493912698,0.1,6.185458634
Pm 006 (05) 24-Mar-25_18-31-27_01305xypts.csv,Pm,6,Pm6,5,24-Mar-25,3.14788116,0.018333333,2.892145335,0.074,0.189,0.024666667,158.7,0.022,5.546094,0.023,2.509159876,0.093333333,0.0211,0.040333333,1.572,0.034666667,0.0253872,0.036,5.196905133,0.085666667,2.852248308
Pm 006 (05) 24-Mar-25_18-38-50_01307xypts.csv,Pm,6,Pm6,5,24-Mar-25,3.935136047,0.07,2.498678621,0.119666667,0.166,0.079,171.3,0.070333333,5.1246108,0.070333333,3.433654948,0.189333333,0.0135,0.076333333,0.903,0.166666667,0.007176,0.071333333,5.290058057,0.132,2.706462099
Pm 006 (10) 07-Aug-24_18-53-44_00607xypts.csv,Pm,6,Pm6,10,7-Aug-24,8.733221958,0.003666667,4.112316292,0.058333333,0.185,0.008,191.4,0.005666667,6.1365195,0.006333333,5.267200872,0.066666667,0.0419,0.032,2.244,0.085666667,0.0404622,0.074333333,9.281461918,0.064,8.603969108
Pm 006 (10) 07-Aug-24_18-55-29_00608xypts.csv,Pm,6,Pm6,10,7-Aug-24,7.038154574,0.101666667,4.372050322,0.151666667,0.167,0.117666667,321,0.102,5.5829904,0.103333333,4.758070592,0.140333333,0.0478,0.094666667,4.53,0.086,0.139788,0.088666667,8.902266148,0.150333333,5.074929891
Pm 006 (10) 07-Aug-24_18-58-30_00609xypts.csv,Pm,6,Pm6,10,7-Aug-24,11.03645035,0.018666667,4.242015098,0.074,0.14,0.021666667,205.2,0.019,3.69183384,0.019666667,7.524333168,0.139,0.0399,0.049,2.52,0.001,0.0427086,0.004,10.85266101,0.074333333,9.686644095
Pm 006 (10) 07-Aug-24_19-00-42_00610xypts.csv,Pm,6,Pm6,10,7-Aug-24,9.648255278,0.060666667,3.343403817,0.116666667,0.345,0.068666667,732,0.061,26.677593,0.067333333,8.601618509,0.133666667,0.0426,0.081,2.49,0.156333333,0.0631377,0.141,11.5756645,0.117666667,7.712962421
Pm 006 (10) 14-Oct-24_18_24_16_00757xypts.csv,Pm,6,Pm6,10,14-Oct-24,5.613801406,0.084666667,2.641118493,0.116333333,0.157,0.087666667,188.7,0.085,4.3009236,0.086,5.501372713,0.120333333,0.0436,0.060666667,11.49,0.036666667,0.0640953,0.054666667,8.090336083,0.117,3.2887782
Pm 006 (10) 28-Apr-25_16-49-07_01438xypts.csv,Pm,6,Pm6,10,28-Apr-25,6.337349012,0.196666667,1.51572367,0.220333333,0.112,0.198333333,157.5,0.197,4.37322891,0.23,6.899625406,0.293,0.0237,0.166666667,0.654,0.121,0.0105885,0.154666667,8.065021282,0.286666667,1.836354336
Pm 006 (10) 28-Apr-25_16-54-03_01440xypts.csv,Pm,6,Pm6,10,28-Apr-25,11.04271149,0.192333333,3.012140724,0.252,0.153,0.195,252.9,0.192666667,5.11896,0.193333333,7.556671148,0.244,0.0293,0.155333333,3.3,0.125,0.0624666,0.127333333,10.47195476,0.251333333,5.792696894
Pm 006 (15) 05-Mar-25_17-55-30_01156xypts.csv,Pm,6,Pm6,15,5-Mar-25,7.208540361,0.082333333,3.331590325,0.117,0.196,0.113,468,0.082666667,9.500823,0.083666667,2.862246238,0.133666667,0.0164,0.084333333,1.32,0.023666667,0.00997632,0.025666667,5.987234072,0.117,6.166497877
Pm 006 (15) 05-Mar-25_17-57-51_01157xypts.csv,Pm,6,Pm6,15,5-Mar-25,6.10541093,0.056333333,2.547760965,0.111666667,0.192,0.084666667,167.1,0.063,4.8618486,0.082666667,5.119106841,0.107333333,0.0256,0.072333333,0.846,0.008666667,0.013284,0.025666667,7.639000819,0.111666667,3.75181256
Pm 006 (15) 05-Mar-25_18-00-04_01158xypts.csv,Pm,6,Pm6,15,5-Mar-25,10.77245339,0.164,2.483828036,0.195333333,0.175,0.193,339,0.164333333,7.0000947,0.191666667,8.146329298,0.211333333,0.0669,0.160666667,5.19,0.153333333,0.253206,0.155,10.51795113,0.208666667,7.569365673
Pm 006 (15) 05-Mar-25_18-02-05_01159xypts.csv,Pm,6,Pm6,15,5-Mar-25,16.91107625,0.106,3.968778652,0.188666667,0.227,0.125666667,324,0.123333333,11.9678958,0.124333333,10.15410335,0.164666667,0.0486,0.075666667,5.82,0.065333333,0.140847,0.07,14.08752882,0.160666667,12.94112505
Pm 006 (15) 05-Mar-25_18-04-10_01160xypts.csv,Pm,6,Pm6,15,5-Mar-25,5.622014229,0.091,2.272611796,0.117333333,0.229,0.099333333,192,0.097333333,8.6400732,0.098,5.760104795,0.168,0.0237,0.090666667,0.843,0.135333333,0.0125316,0.067333333,7.360202051,0.146,3.233439929
Pm 006 (15) 12-Feb-25_18-30-58_01012xypts.csv,Pm,6,Pm6,15,12-Feb-25,7.607352794,0.100666667,2.017815858,0.131333333,0.168,0.103666667,399,0.101,6.7132335,0.102,5.862360719,0.143666667,0.0426,0.099,2.172,0.091666667,0.0727638,0.093,7.778200929,0.139666667,4.476774379
Pm 006 (15) 17-Mar-25_19_26_22_01254xypts.csv,Pm,6,Pm6,15,17-Mar-25,6.02761412,0.047666667,1.178634949,0.068,0.0883,0.058333333,75,0.056333333,1.29240444,0.056666667,4.515696052,0.089666667,0.0324,0.046333333,1.752,0.01,0.0264132,0.038333333,5.329131624,0.07,3.744453911
Pm 006 (20) 10-Jul-24_17_29_44_00418xypts.csv,Pm,6,Pm6,20,10-Jul-24,6.217595731,0.040666667,4.343775519,0.068666667,0.254,0.045666667,205.2,0.042333333,9.0093696,0.043333333,3.509764206,0.069666667,0.0326,0.053,4.41,0.011666667,0.036225,0.076666667,7.850565894,0.068666667,5.00016098
Pm 006 (20) 10-Jul-24_17_33_01_00419xypts.csv,Pm,6,Pm6,20,10-Jul-24,8.757434615,0.057,2.510725579,0.082333333,0.268,0.061,489,0.090333333,31.483266,0.087333333,6.738527759,0.077666667,0.0601,0.059,2.544,0.013333333,0.0804972,0.051,9.171603474,0.081,4.784046053
Pm 006 (20) 10-Jul-24_17-20-18_00416xypts.csv,Pm,6,Pm6,20,10-Jul-24,4.460123664,0.189,2.307789667,0.208333333,0.336,0.193,396,0.190333333,21.517914,0.191333333,2.844708218,0.204,0.0295,0.173,2.424,0.164,0.048048,0.166333333,5.11944133,0.208333333,1.858922355
Pm 006 (20) 10-Jul-24_17-27-01_00417xypts.csv,Pm,6,Pm6,20,10-Jul-24,18.52017626,0.057333333,5.83104152,0.110666667,0.321,0.086333333,399,0.083666667,20.652012,0.084666667,16.10083246,0.137666667,0.0873,0.077333333,1.71,0.032333333,0.0963585,0.069333333,21.08344017,0.111333333,14.07826207
Pm 006 (20) 10-Jul-24_17-35-29_00420xypts.csv,Pm,6,Pm6,20,10-Jul-24,7.430842715,0.041666667,3.91608747,0.066333333,0.25,0.051,174.9,0.049333333,11.7612261,0.069,4.74939538,0.070333333,0.0406,0.042666667,2.82,0.088666667,0.0539172,0.078,8.636189808,0.066666667,5.113103824
Pm 006 (25) 15-Jul-24_19_38_59_00479xypts.csv,Pm,6,Pm6,25,15-Jul-24,9.514335573,0.043333333,4.792109806,0.075333333,0.29,0.057,298.5,0.045,11.8706688,0.076666667,9.187338114,0.080333333,0.0724,0.058,3.45,0.097,0.1160754,0.028,13.82264897,0.076,5.741649354
Pm 006 (25) 15-Jul-24_19-30-32_00476xypts.csv,Pm,6,Pm6,25,15-Jul-24,12.86418291,0.129666667,4.390883177,0.168,0.457,0.150666667,657,0.148333333,46.189473,0.149333333,10.502041,0.174,0.0674,0.143,2.283,0.105333333,0.0950544,0.133,14.81704732,0.171666667,10.00420871
Pm 006 (25) 15-Jul-24_19-43-02_00481xypts.csv,Pm,6,Pm6,25,15-Jul-24,13.73150128,0.043,5.938367634,0.072333333,0.261,0.058,462,0.045666667,16.691466,0.046333333,15.91739134,0.134666667,0.102,0.064666667,8.34,0.117666667,0.2322,0.121,19.97970353,0.100333333,9.466342301
Pm 006 (25) 19-Mar-25_17_22_48_01267xypts.csv,Pm,6,Pm6,25,19-Mar-25,10.19175891,0.075666667,2.606351223,0.111666667,0.228,0.080333333,253.2,0.077333333,9.0652959,0.078333333,6.31913851,0.121666667,0.0313,0.08,1.941,0.040666667,0.0288288,0.043,8.772892507,0.113,7.371442233
Pm 006 (25) 19-Mar-25_17-18-36_01266xypts.csv,Pm,6,Pm6,25,19-Mar-25,2.983835482,0.09,1.849881007,0.142,0.141,0.096666667,450,0.094666667,14.83335,0.091666667,7.539684237,0.153333333,0.0383,0.092666667,2.049,0.058,0.0375732,0.061333333,9.271016583,0.142333333,1.092307362
